Trial01
Date:,2017/07/11
Time:,16:52:01
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C,,,*1,,,*2
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4284,-378.174408,307.898956,931.677551,-377.171112,207.217728,929.059326,-329.168915,256.483185,983.573242,,,,,,
4285,-378.187683,307.900146,931.573242,-377.190918,207.219437,928.961853,-329.256927,256.475098,983.540710,,,,,,
4286,-378.201660,307.900421,931.474854,-377.210480,207.221359,928.868103,-329.341339,256.467377,983.509827,,,,,,
4287,-378.216583,307.899628,931.382874,-377.229950,207.223511,928.778381,-329.422058,256.460297,983.480652,,,,,,
4288,-378.232483,307.897736,931.297668,-377.249359,207.225906,928.692993,-329.498993,256.454102,983.453369,,,,,,
4289,-378.249359,307.894806,931.219360,-377.268738,207.228546,928.612000,-329.572144,256.448914,983.427979,,,,,,
4290,-378.266968,307.890961,931.147888,-377.288055,207.231369,928.535583,-329.641357,256.444794,983.404480,,,,,,
4291,-378.285004,307.886353,931.082886,-377.307159,207.234329,928.463745,-329.706512,256.441650,983.382874,,,,,,
4292,-378.303101,307.881195,931.024109,-377.325836,207.237396,928.396484,-329.767517,256.439331,983.363220,,,,,,
4293,-378.320831,307.875732,930.970886,-377.343964,207.240509,928.333557,-329.824310,256.437683,983.345459,,,,,,
4294,-378.337830,307.870239,930.922668,-377.361359,207.243622,928.274841,-329.876862,256.436554,983.329590,,,,,,
4295,-378.353699,307.865082,930.878784,-377.378021,207.246689,928.220154,-329.925354,256.435852,983.315491,,,,,,
4296,-378.368195,307.860626,930.838623,-377.393860,207.249664,928.169373,-329.969971,256.435608,983.303101,,,,,,
4297,-378.381104,307.857178,930.801575,-377.408783,207.252579,928.122314,-330.010895,256.435822,983.292236,,,,,,
4298,-378.392273,307.854950,930.767273,-377.422668,207.255524,928.078857,-330.048340,256.436523,983.282776,,,,,,
4299,-378.401764,307.854004,930.735413,-377.435455,207.258545,928.038940,-330.082642,256.437775,983.274536,,,,,,
4300,-378.409668,307.854248,930.705750,-377.447052,207.261688,928.002380,-330.113953,256.439545,983.267456,,,,,,
4301,-378.416260,307.855499,930.678406,-377.457458,207.264908,927.969116,-330.142517,256.441864,983.261292,,,,,,
4302,-378.421753,307.857300,930.653442,-377.466644,207.268143,927.939209,-330.168457,256.444641,983.255981,,,,,,
4303,-378.426544,307.859283,930.631042,-377.474640,207.271210,927.912476,-330.191925,256.447754,983.251465,,,,,,
4304,-378.430908,307.860962,930.611450,-377.481445,207.274002,927.888916,-330.213013,256.451111,983.247620,,,,,,
4305,-378.435120,307.861969,930.594604,-377.487183,207.276398,927.868286,-330.231781,256.454498,983.244385,,,,,,
4306,-378.439270,307.862061,930.580566,-377.491913,207.278275,927.850525,-330.248352,256.457794,983.241699,,,,,,
4307,-378.443451,307.861084,930.569153,-377.495728,207.279617,927.835510,-330.262817,256.460815,983.239624,,,,,,
4308,-378.447693,307.859100,930.560120,-377.498779,207.280365,927.822876,-330.275299,256.463379,983.238037,,,,,,
4309,-378.451935,307.856262,930.553223,-377.501221,207.280594,927.812561,-330.285980,256.465485,983.236877,,,,,,
4310,-378.456238,307.852875,930.548218,-377.503204,207.280365,927.804260,-330.294983,256.467102,983.236084,,,,,,
4311,-378.460602,307.849121,930.544739,-377.504883,207.279724,927.797668,-330.302490,256.468231,983.235596,,,,,,
4312,-378.465057,307.845154,930.542603,-377.506317,207.278717,927.792603,-330.308624,256.468994,983.235352,,,,,,
4313,-378.469543,307.841125,930.541382,-377.507568,207.277405,927.788757,-330.313507,256.469360,983.235168,,,,,,
4314,-378.474091,307.837158,930.540894,-377.508728,207.275787,927.785950,-330.317352,256.469421,983.235168,,,,,,
4315,-378.478729,307.833313,930.540894,-377.509888,207.273911,927.783936,-330.320282,256.469177,983.235168,,,,,,
4316,-378.483429,307.829651,930.541260,-377.511017,207.271805,927.782654,-330.322540,256.468658,983.235229,,,,,,
4317,-378.488159,307.826202,930.541748,-377.512207,207.269501,927.781799,-330.324280,256.467926,983.235352,,,,,,
4318,-378.492920,307.823029,930.542297,-377.513397,207.267029,927.781433,-330.325623,256.467041,983.235413,,,,,,
4319,-378.497711,307.820099,930.542786,-377.514587,207.264404,927.781433,-330.326721,256.466003,983.235474,,,,,,
4320,-378.502502,307.817413,930.543274,-377.515778,207.261673,927.781677,-330.327637,256.464966,983.235535,,,,,,
4321,-378.507202,307.814941,930.543701,-377.516998,207.258850,927.782288,-330.328491,256.463989,983.235535,,,,,,
4322,-378.511780,307.812775,930.544189,-377.518158,207.255981,927.783142,-330.329437,256.463226,983.235474,,,,,,
4323,-378.516083,307.811035,930.544617,-377.519287,207.253098,927.784302,-330.330566,256.462830,983.235352,,,,,,
4324,-378.520050,307.809937,930.545166,-377.520325,207.250259,927.785706,-330.331909,256.462799,983.235291,,,,,,
4325,-378.523743,307.809601,930.545776,-377.521240,207.247513,927.787415,-330.333435,256.463196,983.235229,,,,,,
4326,-378.527161,307.810181,930.546570,-377.522034,207.244858,927.789429,-330.335144,256.463959,983.235352,,,,,,
4327,-378.530365,307.811676,930.547485,-377.522797,207.242340,927.791870,-330.336945,256.465027,983.235535,,,,,,
4328,-378.533447,307.814087,930.548706,-377.523468,207.240005,927.794617,-330.338715,256.466309,983.235962,,,,,,
4329,-378.536469,307.817352,930.550171,-377.524170,207.237869,927.797668,-330.340424,256.467743,983.236511,,,,,,
4330,-378.539429,307.821289,930.551880,-377.524933,207.236008,927.801086,-330.341980,256.469269,983.237183,,,,,,
4331,-378.542358,307.825714,930.553772,-377.525696,207.234451,927.804626,-330.343323,256.470764,983.238098,,,,,,
4332,-378.545258,307.830353,930.555786,-377.526520,207.233276,927.808289,-330.344452,256.472137,983.239075,,,,,,
4333,-378.548096,307.834930,930.557861,-377.527344,207.232498,927.811890,-330.345337,256.473328,983.240173,,,,,,
4334,-378.550842,307.839355,930.559937,-377.528198,207.232071,927.815369,-330.346039,256.474335,983.241333,,,,,,
4335,-378.553528,307.843475,930.561890,-377.529022,207.231964,927.818604,-330.346619,256.475128,983.242615,,,,,,
4336,-378.556122,307.847290,930.563660,-377.529846,207.232086,927.821594,-330.347107,256.475769,983.243958,,,,,,
4337,-378.558594,307.850647,930.565186,-377.530579,207.232361,927.824280,-330.347534,256.476227,983.245422,,,,,,
4338,-378.560822,307.853333,930.566528,-377.531189,207.232697,927.826721,-330.347961,256.476532,983.246887,,,,,,
4339,-378.562805,307.855194,930.567505,-377.531647,207.233017,927.828918,-330.348450,256.476715,983.248230,,,,,,
4340,-378.564453,307.856140,930.568176,-377.531921,207.233276,927.830688,-330.349091,256.476807,983.249512,,,,,,
4341,-378.565796,307.856354,930.568481,-377.532013,207.233444,927.832092,-330.349915,256.476929,983.250549,,,,,,
4342,-378.566925,307.856110,930.568359,-377.531982,207.233536,927.833069,-330.351013,256.477081,983.251343,,,,,,
4343,-378.567871,307.855743,930.567688,-377.531860,207.233551,927.833740,-330.352295,256.477264,983.251770,,,,,,
4344,-378.568726,307.855408,930.566650,-377.531769,207.233475,927.834045,-330.353699,256.477417,983.251770,,,,,,
4345,-378.569550,307.855164,930.565186,-377.531738,207.233307,927.834229,-330.355194,256.477417,983.251282,,,,,,
4346,-378.570435,307.855103,930.563416,-377.531799,207.233063,927.834229,-330.356689,256.477234,983.250427,,,,,,
4347,-378.571472,307.855164,930.561523,-377.532013,207.232712,927.834290,-330.358185,256.476776,983.249268,,,,,,
4348,-378.572723,307.855286,930.559692,-377.532318,207.232193,927.834412,-330.359619,256.476044,983.247864,,,,,,
4349,-378.574158,307.855194,930.557983,-377.532776,207.231476,927.834778,-330.360931,256.475006,983.246277,,,,,,
4350,-378.575745,307.854645,930.556641,-377.533356,207.230560,927.835449,-330.362061,256.473694,983.244751,,,,,,
4351,-378.577393,307.853363,930.555847,-377.534058,207.229431,927.836548,-330.362854,256.472168,983.243225,,,,,,
4352,-378.579102,307.851227,930.555725,-377.534821,207.228104,927.838257,-330.363098,256.470367,983.242004,,,,,,
4353,-378.580902,307.848267,930.556580,-377.535583,207.226578,927.840881,-330.362549,256.468323,983.241028,,,,,,
4354,-378.582855,307.844604,930.558594,-377.536255,207.224838,927.844727,-330.360931,256.466064,983.240479,,,,,,
4355,-378.584930,307.840485,930.562073,-377.536652,207.222839,927.850342,-330.357971,256.463654,983.240356,,,,,,
4356,-378.587128,307.835999,930.567200,-377.536682,207.220581,927.858093,-330.353333,256.461151,983.240845,,,,,,
4357,-378.589355,307.831146,930.574463,-377.536194,207.218079,927.868408,-330.346680,256.458588,983.242004,,,,,,
4358,-378.591431,307.825867,930.584106,-377.535034,207.215347,927.881592,-330.337585,256.455933,983.243774,,,,,,
4359,-378.593201,307.820160,930.596497,-377.533051,207.212448,927.898071,-330.325653,256.453217,983.246338,,,,,,
4360,-378.594360,307.814240,930.612061,-377.530029,207.209457,927.918091,-330.310486,256.450409,983.249756,,,,,,
4361,-378.594757,307.808411,930.631165,-377.525787,207.206451,927.941772,-330.291718,256.447662,983.254028,,,,,,
4362,-378.594116,307.803192,930.653992,-377.520111,207.203568,927.969360,-330.269104,256.445099,983.259399,,,,,,
4363,-378.592163,307.799072,930.680847,-377.512848,207.200897,928.000916,-330.242493,256.442749,983.265808,,,,,,
4364,-378.588623,307.796570,930.711792,-377.503815,207.198517,928.036560,-330.211670,256.440796,983.273438,,,,,,
4365,-378.583191,307.796021,930.746826,-377.492981,207.196548,928.076233,-330.176636,256.439240,983.282410,,,,,,
4366,-378.575592,307.797699,930.785889,-377.480316,207.195084,928.119995,-330.137329,256.438171,983.292725,,,,,,
4367,-378.565765,307.801666,930.828979,-377.465973,207.194168,928.167603,-330.093811,256.437622,983.304443,,,,,,
4368,-378.553680,307.807831,930.876038,-377.450195,207.193817,928.219116,-330.046173,256.437622,983.317627,,,,,,
4369,-378.539520,307.816040,930.927246,-377.433258,207.193970,928.274414,-329.994598,256.438202,983.332275,,,,,,
4370,-378.523468,307.825867,930.982483,-377.415588,207.194580,928.333313,-329.939178,256.439423,983.348450,,,,,,
4371,-378.505676,307.836731,931.041870,-377.397491,207.195511,928.395935,-329.880127,256.441284,983.366028,,,,,,
4372,-378.486450,307.848022,931.105469,-377.379303,207.196640,928.462158,-329.817596,256.443878,983.385071,,,,,,
4373,-378.466156,307.859009,931.173279,-377.361267,207.197800,928.532043,-329.751740,256.447174,983.405457,,,,,,
4374,-378.445221,307.869171,931.245544,-377.343536,207.198837,928.605591,-329.682739,256.451172,983.427185,,,,,,
4375,-378.423981,307.877899,931.322388,-377.326172,207.199600,928.682861,-329.610718,256.455933,983.450195,,,,,,
4376,-378.402710,307.884705,931.403809,-377.309174,207.199982,928.763733,-329.535797,256.461426,983.474609,,,,,,
4377,-378.381622,307.889374,931.489868,-377.292389,207.199890,928.848206,-329.458038,256.467529,983.500427,,,,,,
4378,-378.360809,307.891785,931.580322,-377.275787,207.199310,928.936157,-329.377411,256.474213,983.527710,,,,,,
4379,-378.340302,307.892120,931.674988,-377.259216,207.198318,929.027405,-329.294006,256.481262,983.556396,,,,,,
4380,-378.319977,307.890747,931.773376,-377.242554,207.197037,929.121643,-329.207886,256.488525,983.586487,,,,,,
4381,-378.299652,307.888245,931.874817,-377.225616,207.195679,929.218506,-329.119141,256.495758,983.617798,,,,,,
4382,-378.279114,307.885315,931.978577,-377.208313,207.194489,929.317566,-329.027863,256.502747,983.650146,,,,,,
4383,-378.258087,307.882477,932.083923,-377.190460,207.193695,929.418457,-328.934235,256.509277,983.683228,,,,,,
4384,-378.236359,307.880371,932.190308,-377.171875,207.193527,929.520813,-328.838379,256.515106,983.716858,,,,,,
4385,-378.213776,307.879639,932.297058,-377.152344,207.194229,929.624268,-328.740509,256.520111,983.750854,,,,,,
4386,-378.190186,307.880707,932.403809,-377.131744,207.195908,929.728638,-328.640686,256.524048,983.784912,,,,,,
4387,-378.165497,307.883881,932.510498,-377.110077,207.198624,929.833862,-328.539093,256.526764,983.818970,,,,,,
4388,-378.139740,307.889160,932.617065,-377.087372,207.202301,929.940002,-328.435730,256.528137,983.853027,,,,,,
4389,-378.113037,307.896301,932.723816,-377.063690,207.206757,930.047363,-328.330597,256.528137,983.887085,,,,,,
4390,-378.085480,307.904968,932.831238,-377.039063,207.211823,930.156128,-328.223663,256.526794,983.921204,,,,,,
4391,-378.057098,307.914734,932.939819,-377.013519,207.217224,930.266785,-328.114777,256.524231,983.955444,,,,,,
4392,-378.027985,307.925018,933.050232,-376.987061,207.222717,930.379700,-328.003754,256.520752,983.990051,,,,,,
4393,-377.998138,307.935303,933.163147,-376.959778,207.228119,930.495361,-327.890320,256.516754,984.025024,,,,,,
4394,-377.967590,307.945129,933.279419,-376.931732,207.233231,930.614258,-327.774170,256.512634,984.060608,,,,,,
4395,-377.936310,307.954071,933.399780,-376.902985,207.237930,930.736938,-327.654999,256.508911,984.097107,,,,,,
4396,-377.904327,307.961823,933.524841,-376.873627,207.242142,930.863831,-327.532379,256.505981,984.134583,,,,,,
4397,-377.871674,307.968231,933.655273,-376.843597,207.245895,930.995361,-327.406036,256.504242,984.173279,,,,,,
4398,-377.838470,307.973175,933.791565,-376.812927,207.249207,931.131897,-327.275635,256.503967,984.213257,,,,,,
4399,-377.804718,307.976624,933.934021,-376.781525,207.252167,931.273560,-327.140839,256.505280,984.254639,,,,,,
4400,-377.770447,307.978790,934.082825,-376.749268,207.254761,931.420532,-327.001434,256.508179,984.297485,,,,,,
4401,-377.735413,307.980011,934.237732,-376.715912,207.256958,931.572937,-326.857178,256.512512,984.341797,,,,,,
4402,-377.699127,307.980896,934.398132,-376.681183,207.258667,931.730774,-326.707916,256.518005,984.387451,,,,,,
4403,-377.660950,307.982117,934.563232,-376.644836,207.259872,931.893921,-326.553497,256.524261,984.434570,,,,,,
4404,-377.620392,307.984192,934.732361,-376.606750,207.260605,932.062378,-326.393829,256.530853,984.483032,,,,,,
4405,-377.576996,307.987396,934.905151,-376.566803,207.260925,932.235962,-326.229004,256.537384,984.532776,,,,,,
4406,-377.530609,307.991760,935.081543,-376.525085,207.260941,932.414551,-326.059082,256.543457,984.583862,,,,,,
4407,-377.481171,307.997253,935.261475,-376.481689,207.260727,932.598145,-325.884277,256.548798,984.636169,,,,,,
4408,-377.428802,308.003540,935.445068,-376.436676,207.260452,932.786316,-325.704681,256.553375,984.689636,,,,,,
4409,-377.373718,308.010254,935.632507,-376.390167,207.260269,932.978760,-325.520447,256.557190,984.744080,,,,,,
4410,-377.316193,308.016815,935.823975,-376.342224,207.260315,933.174988,-325.331635,256.560455,984.799377,,,,,,
4411,-377.256531,308.022736,936.019592,-376.292847,207.260574,933.374817,-325.138214,256.563446,984.855286,,,,,,
4412,-377.195160,308.027405,936.219604,-376.242065,207.260941,933.578064,-324.940277,256.566376,984.911560,,,,,,
4413,-377.132385,308.030334,936.424072,-376.189880,207.261185,933.784729,-324.737915,256.569427,984.968079,,,,,,
4414,-377.068542,308.031189,936.633179,-376.136169,207.261063,933.994812,-324.531342,256.572662,985.024780,,,,,,
4415,-377.003815,308.029877,936.846924,-376.080963,207.260406,934.208435,-324.320923,256.576019,985.081482,,,,,,
4416,-376.938171,308.026764,937.065002,-376.024139,207.259125,934.425598,-324.107086,256.579468,985.138062,,,,,,
4417,-376.871521,308.022400,937.287170,-375.965637,207.257217,934.646301,-323.890320,256.582947,985.194458,,,,,,
4418,-376.803619,308.017517,937.512878,-375.905396,207.254852,934.870300,-323.670959,256.586487,985.250488,,,,,,
4419,-376.734344,308.012634,937.741760,-375.843445,207.252304,935.097534,-323.449188,256.590057,985.306213,,,,,,
4420,-376.663635,308.008057,937.973755,-375.779755,207.249802,935.327698,-323.224976,256.593689,985.361450,,,,,,
4421,-376.591370,308.003906,938.208740,-375.714417,207.247543,935.560852,-322.998230,256.597534,985.416260,,,,,,
4422,-376.517548,308.000153,938.446777,-375.647522,207.245605,935.796936,-322.768738,256.601563,985.470703,,,,,,
4423,-376.442078,307.996826,938.688110,-375.579132,207.244019,936.035950,-322.536316,256.605774,985.524902,,,,,,
4424,-376.364838,307.994019,938.932739,-375.509155,207.242859,936.278015,-322.300842,256.610016,985.578796,,,,,,
4425,-376.285675,307.991913,939.180664,-375.437469,207.242203,936.522949,-322.062286,256.614075,985.632629,,,,,,
4426,-376.204529,307.990723,939.431519,-375.364014,207.242111,936.770874,-321.820618,256.617798,985.686401,,,,,,
4427,-376.121246,307.990631,939.685120,-375.288788,207.242523,937.021729,-321.575867,256.621033,985.740112,,,,,,
4428,-376.035736,307.991882,939.941101,-375.211884,207.243256,937.275574,-321.328033,256.623810,985.793823,,,,,,
4429,-375.947845,307.994629,940.199097,-375.133423,207.244125,937.532471,-321.077026,256.626129,985.847534,,,,,,
4430,-375.857544,307.998840,940.458923,-375.053436,207.244949,937.792358,-320.822723,256.628113,985.901184,,,,,,
4431,-375.764862,308.004303,940.720459,-374.971893,207.245651,938.055176,-320.565063,256.629944,985.954773,,,,,,
4432,-375.669830,308.010651,940.983704,-374.888672,207.246170,938.320679,-320.304047,256.631744,986.008240,,,,,,
4433,-375.572479,308.017517,941.248535,-374.803772,207.246414,938.588867,-320.039734,256.633636,986.061523,,,,,,
4434,-375.472839,308.024475,941.514954,-374.717163,207.246277,938.859619,-319.772400,256.635651,986.114685,,,,,,
4435,-375.370880,308.031097,941.782959,-374.628845,207.245575,939.132874,-319.502258,256.637756,986.167786,,,,,,
4436,-375.266724,308.036987,942.052673,-374.538910,207.244217,939.408569,-319.229645,256.640015,986.220886,,,,,,
4437,-375.160370,308.041840,942.324158,-374.447357,207.242172,939.686462,-318.954895,256.642456,986.273926,,,,,,
4438,-375.051910,308.045654,942.597351,-374.354248,207.239426,939.966309,-318.678162,256.645203,986.326843,,,,,,
4439,-374.941345,308.048553,942.872131,-374.259613,207.236038,940.247864,-318.399597,256.648315,986.379456,,,,,,
4440,-374.828705,308.050781,943.148254,-374.163452,207.232071,940.530884,-318.119263,256.651764,986.431519,,,,,,
4441,-374.714081,308.052673,943.425598,-374.065796,207.227570,940.815063,-317.837219,256.655457,986.482849,,,,,,
4442,-374.597626,308.054321,943.704163,-373.966522,207.222626,941.100220,-317.553589,256.659210,986.533264,,,,,,
4443,-374.479553,308.055817,943.984009,-373.865631,207.217331,941.386169,-317.268494,256.662842,986.582520,,,,,,
4444,-374.360077,308.057129,944.265259,-373.763062,207.211807,941.672852,-316.981995,256.666229,986.630615,,,,,,
4445,-374.239410,308.058228,944.547913,-373.658813,207.206192,941.960327,-316.694122,256.669464,986.677307,,,,,,
4446,-374.117615,308.059265,944.831970,-373.552856,207.200638,942.248413,-316.404785,256.672638,986.722595,,,,,,
4447,-373.994690,308.060486,945.117004,-373.445160,207.195343,942.537170,-316.113892,256.675964,986.766296,,,,,,
4448,-373.870453,308.062164,945.402649,-373.335785,207.190460,942.826355,-315.821381,256.679596,986.808411,,,,,,
4449,-373.744751,308.064606,945.688538,-373.224731,207.186081,943.115967,-315.527344,256.683533,986.848999,,,,,,
4450,-373.617462,308.067932,945.974243,-373.112213,207.182114,943.405945,-315.231903,256.687744,986.888000,,,,,,
4451,-373.488556,308.072174,946.259827,-372.998383,207.178467,943.696289,-314.935181,256.692139,986.925415,,,,,,
4452,-373.358154,308.077240,946.545105,-372.883362,207.175049,943.986877,-314.637268,256.696625,986.961365,,,,,,
4453,-373.226257,308.082886,946.830078,-372.767273,207.171799,944.277527,-314.338226,256.701202,986.995789,,,,,,
4454,-373.092987,308.088928,947.114807,-372.650116,207.168655,944.568176,-314.038086,256.705902,987.028809,,,,,,
4455,-372.958313,308.095306,947.399109,-372.532013,207.165482,944.858704,-313.736877,256.710815,987.060486,,,,,,
4456,-372.822205,308.101929,947.683044,-372.412903,207.162094,945.149170,-313.434692,256.716003,987.090881,,,,,,
4457,-372.684692,308.108765,947.966553,-372.292725,207.158325,945.439575,-313.131744,256.721313,987.120300,,,,,,
4458,-372.545837,308.115723,948.249573,-372.171478,207.154114,945.729919,-312.828278,256.726563,987.148926,,,,,,
4459,-372.405609,308.122833,948.532104,-372.049042,207.149429,946.019897,-312.524536,256.731506,987.177063,,,,,,
4460,-372.264038,308.130157,948.814026,-371.925446,207.144348,946.309570,-312.220673,256.735992,987.204773,,,,,,
4461,-372.121216,308.137634,949.095398,-371.800690,207.138885,946.598694,-311.916748,256.739990,987.232178,,,,,,
4462,-371.977173,308.145203,949.376221,-371.674805,207.133087,946.887451,-311.612732,256.743561,987.259155,,,,,,
4463,-371.832123,308.152679,949.656616,-371.547760,207.127029,947.175598,-311.308624,256.746796,987.285583,,,,,,
4464,-371.686218,308.159698,949.936707,-371.419525,207.120850,947.463135,-311.004486,256.749786,987.311340,,,,,,
4465,-371.539703,308.165985,950.216614,-371.290009,207.114731,947.749939,-310.700409,256.752625,987.336182,,,,,,
4466,-371.392761,308.171387,950.496460,-371.159180,207.108826,948.035889,-310.396576,256.755432,987.359924,,,,,,
4467,-371.245514,308.175964,950.776184,-371.027069,207.103256,948.320801,-310.093170,256.758331,987.382141,,,,,,
4468,-371.097961,308.179962,951.055481,-370.893707,207.098022,948.604553,-309.790283,256.761414,987.402649,,,,,,
4469,-370.950043,308.183624,951.334167,-370.759216,207.093094,948.887207,-309.488007,256.764862,987.421326,,,,,,
4470,-370.801697,308.187164,951.611816,-370.623840,207.088333,949.168701,-309.186401,256.768585,987.438049,,,,,,
4471,-370.652771,308.190674,951.888245,-370.487793,207.083588,949.449097,-308.885559,256.772583,987.452881,,,,,,
4472,-370.503143,308.194244,952.163147,-370.351196,207.078644,949.728455,-308.585602,256.776703,987.465820,,,,,,
4473,-370.352631,308.197968,952.436462,-370.214233,207.073364,950.006714,-308.286682,256.780762,987.476990,,,,,,
4474,-370.201172,308.201996,952.708008,-370.076843,207.067657,950.283875,-307.988922,256.784637,987.486694,,,,,,
4475,-370.048645,308.206360,952.977783,-369.939087,207.061539,950.559814,-307.692383,256.788239,987.495056,,,,,,
4476,-369.895081,308.210999,953.245667,-369.800842,207.055023,950.834595,-307.397095,256.791565,987.502441,,,,,,
4477,-369.740448,308.215820,953.511902,-369.662048,207.048218,951.108032,-307.102936,256.794617,987.508911,,,,,,
4478,-369.584778,308.220581,953.776672,-369.522614,207.041245,951.380188,-306.809753,256.797363,987.514648,,,,,,
4479,-369.428070,308.225128,954.040161,-369.382385,207.034317,951.651001,-306.517395,256.799713,987.519775,,,,,,
4480,-369.270355,308.229340,954.302429,-369.241241,207.027603,951.920349,-306.225739,256.801544,987.524231,,,,,,
4481,-369.111572,308.233276,954.563477,-369.099091,207.021301,952.188293,-305.934753,256.802673,987.528015,,,,,,
4482,-368.951782,308.236969,954.823303,-368.955750,207.015503,952.454834,-305.644379,256.803131,987.531189,,,,,,
4483,-368.791016,308.240540,955.081848,-368.811249,207.010284,952.719971,-305.354553,256.802917,987.533630,,,,,,
4484,-368.629395,308.244080,955.339233,-368.665527,207.005585,952.983826,-305.065277,256.802124,987.535461,,,,,,
4485,-368.467010,308.247650,955.595459,-368.518768,207.001266,953.246521,-304.776489,256.800903,987.536621,,,,,,
4486,-368.304016,308.251282,955.850708,-368.371094,206.997116,953.508240,-304.488251,256.799316,987.537231,,,,,,
4487,-368.140594,308.255066,956.105286,-368.222778,206.992935,953.769165,-304.200623,256.797455,987.537231,,,,,,
4488,-367.976776,308.259094,956.359192,-368.074066,206.988525,954.029480,-303.913818,256.795471,987.536743,,,,,,
4489,-367.812653,308.263519,956.612488,-367.925079,206.983780,954.289490,-303.627960,256.793518,987.535767,,,,,,
4490,-367.648224,308.268555,956.865173,-367.775970,206.978607,954.549255,-303.343109,256.791809,987.534180,,,,,,
4491,-367.483337,308.274353,957.117249,-367.626678,206.972900,954.809021,-303.059204,256.790497,987.531982,,,,,,
4492,-367.317841,308.281097,957.368835,-367.477081,206.966644,955.068848,-302.776031,256.789673,987.529053,,,,,,
4493,-367.151550,308.288727,957.619995,-367.326965,206.959854,955.328735,-302.493195,256.789368,987.525085,,,,,,
4494,-366.984283,308.297150,957.870972,-367.176056,206.952652,955.588623,-302.210266,256.789581,987.519958,,,,,,
4495,-366.815765,308.306091,958.122131,-367.024200,206.945267,955.848633,-301.926880,256.790192,987.513367,,,,,,
4496,-366.645874,308.315277,958.373657,-366.871185,206.937958,956.108826,-301.642700,256.791107,987.505310,,,,,,
4497,-366.474457,308.324432,958.626038,-366.716827,206.930969,956.369263,-301.357452,256.792236,987.495483,,,,,,
4498,-366.301483,308.333130,958.879578,-366.561157,206.924271,956.630127,-301.070831,256.793518,987.483887,,,,,,
4499,-366.126984,308.341034,959.134521,-366.404114,206.917679,956.891663,-300.782623,256.794922,987.470459,,,,,,
4500,-365.951050,308.347748,959.391296,-366.245758,206.910889,957.153931,-300.492676,256.796387,987.455139,,,,,,
4501,-365.773834,308.352997,959.650269,-366.086029,206.903549,957.417053,-300.201019,256.797943,987.438110,,,,,,
4502,-365.595612,308.356445,959.911804,-365.924896,206.895416,957.681152,-299.907928,256.799591,987.419556,,,,,,
4503,-365.416656,308.358002,960.176086,-365.762268,206.886246,957.946289,-299.613647,256.801331,987.399719,,,,,,
4504,-365.237244,308.357574,960.443237,-365.598053,206.875931,958.212341,-299.318512,256.803101,987.378662,,,,,,
4505,-365.057617,308.355225,960.713074,-365.432129,206.864395,958.479248,-299.022644,256.804932,987.356567,,,,,,
4506,-364.877808,308.351166,960.985352,-365.264404,206.851624,958.746765,-298.726135,256.806732,987.333252,,,,,,
4507,-364.697784,308.345612,961.259705,-365.094696,206.837646,959.014771,-298.428894,256.808533,987.308594,,,,,,
4508,-364.517395,308.338837,961.535583,-364.922882,206.822495,959.283264,-298.130920,256.810242,987.282532,,,,,,
4509,-364.336365,308.331024,961.812561,-364.748718,206.806259,959.552002,-297.832184,256.811707,987.254944,,,,,,
4510,-364.154419,308.322388,962.090332,-364.572113,206.789001,959.820984,-297.532745,256.812836,987.225830,,,,,,
4511,-363.971283,308.313110,962.368530,-364.392975,206.770752,960.090027,-297.232666,256.813507,987.195251,,,,,,
4512,-363.786713,308.303314,962.646790,-364.211304,206.751495,960.359070,-296.931763,256.813721,987.163147,,,,,,
4513,-363.600464,308.293121,962.924744,-364.027100,206.731293,960.628113,-296.629883,256.813507,987.129517,,,,,,
4514,-363.412262,308.282654,963.201904,-363.840363,206.710403,960.896973,-296.326782,256.813110,987.094238,,,,,,
4515,-363.221832,308.272095,963.477783,-363.651062,206.689255,961.165466,-296.022430,256.812714,987.057312,,,,,,
4516,-363.028839,308.261627,963.751953,-363.459137,206.668472,961.433350,-295.716827,256.812500,987.018677,,,,,,
4517,-362.833038,308.251343,964.023865,-363.264709,206.648819,961.700256,-295.410034,256.812561,986.978455,,,,,,
4518,-362.634186,308.241302,964.293274,-363.067871,206.631119,961.965759,-295.102142,256.812988,986.936584,,,,,,
4519,-362.432098,308.231476,964.559998,-362.868744,206.616241,962.229370,-294.792969,256.813751,986.893127,,,,,,
4520,-362.226624,308.221924,964.823975,-362.667542,206.604813,962.490967,-294.482391,256.814819,986.848083,,,,,,
4521,-362.017670,308.212616,965.085327,-362.464478,206.597244,962.750366,-294.170227,256.816162,986.801575,,,,,,
4522,-361.805237,308.203613,965.344177,-362.259735,206.593658,963.007813,-293.856415,256.817627,986.753662,,,,,,
4523,-361.589447,308.194916,965.600891,-362.053467,206.593964,963.263428,-293.540985,256.819061,986.704529,,,,,,
4524,-361.370361,308.186523,965.855835,-361.845673,206.597870,963.517761,-293.224121,256.820160,986.654541,,,,,,
4525,-361.148102,308.178528,966.109619,-361.636292,206.604843,963.771362,-292.905914,256.820679,986.603760,,,,,,
4526,-360.922638,308.170929,966.362549,-361.425110,206.614105,964.024841,-292.586548,256.820465,986.552307,,,,,,
